danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,ts,tick,tag,playlist,error.status,error.message
0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551.0,4.0,2023-08-23 23:29:56.273282,0,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000.0,4.0,2023-08-23 23:29:56.454426,1,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.686,0.127,7.0,-14.361,1.0,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387.0,4.0,2023-08-23 23:29:56.646339,2,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.738,0.482,6.0,-8.917,0.0,0.0402,0.0266,0.621,0.106,0.352,93.457,audio_features,23khhseCLQqVMCIT1WMAns,spotify:track:23khhseCLQqVMCIT1WMAns,https://api.spotify.com/v1/tracks/23khhseCLQqVMCIT1WMAns,https://api.spotify.com/v1/audio-analysis/23khhseCLQqVMCIT1WMAns,285014.0,4.0,2023-08-23 23:29:56.867494,3,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.668,0.26,7.0,-14.256,1.0,0.0523,0.453,0.0,0.0621,0.368,119.416,audio_features,5b7OgznPJJr1vHNYGyvxau,spotify:track:5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/tracks/5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/audio-analysis/5b7OgznPJJr1vHNYGyvxau,147000.0,4.0,2023-08-23 23:29:57.079366,4,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161.0,4.0,2023-08-23 23:29:57.299221,5,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.838,0.536,1.0,-8.645,0.0,0.0478,0.555,0.000376,0.111,0.107,104.988,audio_features,11BAVEGi1ivJ6JWLqKUNrZ,spotify:track:11BAVEGi1ivJ6JWLqKUNrZ,https://api.spotify.com/v1/tracks/11BAVEGi1ivJ6JWLqKUNrZ,https://api.spotify.com/v1/audio-analysis/11BAVEGi1ivJ6JWLqKUNrZ,195173.0,4.0,2023-08-23 23:29:57.478700,6,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.805,0.532,4.0,-8.838,0.0,0.18,0.834,9.95e-05,0.32,0.283,105.007,audio_features,2IMlhZ6Sxse3z7ghzRO7qc,spotify:track:2IMlhZ6Sxse3z7ghzRO7qc,https://api.spotify.com/v1/tracks/2IMlhZ6Sxse3z7ghzRO7qc,https://api.spotify.com/v1/audio-analysis/2IMlhZ6Sxse3z7ghzRO7qc,258286.0,4.0,2023-08-23 23:29:57.651252,7,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.653,0.429,11.0,-10.473,1.0,0.0297,0.0849,0.00371,0.0693,0.627,146.073,audio_features,7H3ojI1BsVy0dEJENqMt1k,spotify:track:7H3ojI1BsVy0dEJENqMt1k,https://api.spotify.com/v1/tracks/7H3ojI1BsVy0dEJENqMt1k,https://api.spotify.com/v1/audio-analysis/7H3ojI1BsVy0dEJENqMt1k,274933.0,4.0,2023-08-23 23:29:57.823070,8,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.868,0.347,5.0,-9.529,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059,audio_features,4VywXu6umkIQ2OS0m1I79y,spotify:track:4VywXu6umkIQ2OS0m1I79y,https://api.spotify.com/v1/tracks/4VywXu6umkIQ2OS0m1I79y,https://api.spotify.com/v1/audio-analysis/4VywXu6umkIQ2OS0m1I79y,207680.0,4.0,2023-08-23 23:29:58.012122,9,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317.0,4.0,2023-08-23 23:29:58.188599,10,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,audio_features,53QF56cjZA9RTuuMZDrSA6,spotify:track:53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166.0,3.0,2023-08-23 23:29:58.395776,11,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.671,0.153,0.0,-13.569,1.0,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,audio_features,3oQomOPRNQ5NVFUmLJHbAV,spotify:track:3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/tracks/3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/audio-analysis/3oQomOPRNQ5NVFUmLJHbAV,211933.0,4.0,2023-08-23 23:29:58.584323,12,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.629,0.58,7.0,-6.208,0.0,0.0278,0.357,0.000353,0.436,0.655,110.264,audio_features,7KX65PC1UZuImsUInThbav,spotify:track:7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/tracks/7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/audio-analysis/7KX65PC1UZuImsUInThbav,210300.0,4.0,2023-08-23 23:29:58.756060,13,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.411,0.697,4.0,-9.656,1.0,0.14,0.794,0.2,0.388,0.375,168.842,audio_features,3LUGhSGsZfa1Xk6LQ8VIcQ,spotify:track:3LUGhSGsZfa1Xk6LQ8VIcQ,https://api.spotify.com/v1/tracks/3LUGhSGsZfa1Xk6LQ8VIcQ,https://api.spotify.com/v1/audio-analysis/3LUGhSGsZfa1Xk6LQ8VIcQ,222932.0,4.0,2023-08-23 23:29:58.926142,14,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.418,0.249,3.0,-13.744,1.0,0.0301,0.841,0.661,0.112,0.213,82.803,audio_features,6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,218547.0,4.0,2023-08-23 23:29:59.109953,15,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.484,0.293,0.0,-16.544,1.0,0.0311,0.337,0.00627,0.146,0.562,165.008,audio_features,3uliGwmB52ZA7brgpZMzyH,spotify:track:3uliGwmB52ZA7brgpZMzyH,https://api.spotify.com/v1/tracks/3uliGwmB52ZA7brgpZMzyH,https://api.spotify.com/v1/audio-analysis/3uliGwmB52ZA7brgpZMzyH,155413.0,4.0,2023-08-23 23:29:59.301014,16,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,audio_features,74iZuPGwyL33VlTr6jTnab,spotify:track:74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/tracks/74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/audio-analysis/74iZuPGwyL33VlTr6jTnab,210200.0,4.0,2023-08-23 23:29:59.489261,17,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.324,0.136,0.0,-10.33,1.0,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,3pRaLNL3b8x5uBOcsgvdqM,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827.0,3.0,2023-08-23 23:29:59.688972,18,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.319,0.117,5.0,-13.233,1.0,0.0325,0.905,0.000111,0.108,0.138,78.563,audio_features,3sICyTPASesVzpfGc1nM2t,spotify:track:3sICyTPASesVzpfGc1nM2t,https://api.spotify.com/v1/tracks/3sICyTPASesVzpfGc1nM2t,https://api.spotify.com/v1/audio-analysis/3sICyTPASesVzpfGc1nM2t,194347.0,3.0,2023-08-23 23:29:59.875326,19,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.539,0.202,11.0,-11.21,1.0,0.0619,0.929,0.0,0.0864,0.323,179.797,audio_features,4jEEloo2pedhkrP5NBTl85,spotify:track:4jEEloo2pedhkrP5NBTl85,https://api.spotify.com/v1/tracks/4jEEloo2pedhkrP5NBTl85,https://api.spotify.com/v1/audio-analysis/4jEEloo2pedhkrP5NBTl85,214760.0,4.0,2023-08-23 23:30:00.049701,20,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.574,0.235,7.0,-14.578,1.0,0.0303,0.786,0.39,0.123,0.129,127.999,audio_features,6DQQzhWtXNwnFrp3EZRCx7,spotify:track:6DQQzhWtXNwnFrp3EZRCx7,https://api.spotify.com/v1/tracks/6DQQzhWtXNwnFrp3EZRCx7,https://api.spotify.com/v1/audio-analysis/6DQQzhWtXNwnFrp3EZRCx7,240623.0,4.0,2023-08-23 23:30:00.226414,21,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.625,0.253,6.0,-13.344,1.0,0.042,0.825,6.67e-06,0.0918,0.59,115.009,audio_features,0zd0kuNdqeLgxuFm5SLYxH,spotify:track:0zd0kuNdqeLgxuFm5SLYxH,https://api.spotify.com/v1/tracks/0zd0kuNdqeLgxuFm5SLYxH,https://api.spotify.com/v1/audio-analysis/0zd0kuNdqeLgxuFm5SLYxH,176000.0,4.0,2023-08-23 23:30:00.438247,22,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.527,0.415,4.0,-11.451,0.0,0.122,0.457,1.72e-05,0.117,0.515,78.169,audio_features,1k1Bqnv2R0uJXQN4u6LKYt,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093.0,4.0,2023-08-23 23:30:00.617083,23,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.805,0.836,0.0,-6.812,1.0,0.0524,0.236,0.516,0.0805,0.839,117.998,audio_features,3aseGyj0Q3XysLiHkv6Mwd,spotify:track:3aseGyj0Q3XysLiHkv6Mwd,https://api.spotify.com/v1/tracks/3aseGyj0Q3XysLiHkv6Mwd,https://api.spotify.com/v1/audio-analysis/3aseGyj0Q3XysLiHkv6Mwd,205577.0,4.0,2023-08-23 23:30:00.805450,24,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.549,0.324,6.0,-10.03,0.0,0.0592,0.712,0.0,0.0985,0.566,100.035,audio_features,2N1IkXdMqhO12VUUU4TKlw,spotify:track:2N1IkXdMqhO12VUUU4TKlw,https://api.spotify.com/v1/tracks/2N1IkXdMqhO12VUUU4TKlw,https://api.spotify.com/v1/audio-analysis/2N1IkXdMqhO12VUUU4TKlw,233168.0,4.0,2023-08-23 23:30:00.979582,25,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.62,0.759,8.0,-8.494,1.0,0.0654,0.0178,0.0138,0.0924,0.183,144.007,audio_features,2cqrxmFu6kQwlV9E3QnbBh,spotify:track:2cqrxmFu6kQwlV9E3QnbBh,https://api.spotify.com/v1/tracks/2cqrxmFu6kQwlV9E3QnbBh,https://api.spotify.com/v1/audio-analysis/2cqrxmFu6kQwlV9E3QnbBh,296042.0,4.0,2023-08-23 23:30:01.148455,26,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.549,0.823,11.0,-9.057,1.0,0.0308,0.199,0.63,0.121,0.482,143.029,audio_features,6FytDcO847O1h7JlWbY838,spotify:track:6FytDcO847O1h7JlWbY838,https://api.spotify.com/v1/tracks/6FytDcO847O1h7JlWbY838,https://api.spotify.com/v1/audio-analysis/6FytDcO847O1h7JlWbY838,228173.0,4.0,2023-08-23 23:30:01.327388,27,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.642,0.427,3.0,-8.471,1.0,0.0402,0.871,0.0904,0.124,0.404,82.344,audio_features,4KROoGIaPaR1pBHPnR3bwC,spotify:track:4KROoGIaPaR1pBHPnR3bwC,https://api.spotify.com/v1/tracks/4KROoGIaPaR1pBHPnR3bwC,https://api.spotify.com/v1/audio-analysis/4KROoGIaPaR1pBHPnR3bwC,124001.0,4.0,2023-08-23 23:30:01.481710,28,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.737,0.576,0.0,-8.689,1.0,0.0981,0.379,0.176,0.123,0.489,95.032,audio_features,09HzKgLwCBBIyyG8bPS3rn,spotify:track:09HzKgLwCBBIyyG8bPS3rn,https://api.spotify.com/v1/tracks/09HzKgLwCBBIyyG8bPS3rn,https://api.spotify.com/v1/audio-analysis/09HzKgLwCBBIyyG8bPS3rn,176654.0,4.0,2023-08-23 23:30:01.649388,29,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.524,0.0528,6.0,-14.706,1.0,0.049,0.987,0.00057,0.0849,0.288,129.029,audio_features,4jS6mCmznV5fjTNLf4h61o,spotify:track:4jS6mCmznV5fjTNLf4h61o,https://api.spotify.com/v1/tracks/4jS6mCmznV5fjTNLf4h61o,https://api.spotify.com/v1/audio-analysis/4jS6mCmznV5fjTNLf4h61o,276427.0,4.0,2023-08-23 23:30:01.878066,30,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.562,0.492,10.0,-7.26,1.0,0.0269,0.158,2.44e-05,0.097,0.237,83.008,audio_features,5fVFW9WqTsBt34JFhKxIty,spotify:track:5fVFW9WqTsBt34JFhKxIty,https://api.spotify.com/v1/tracks/5fVFW9WqTsBt34JFhKxIty,https://api.spotify.com/v1/audio-analysis/5fVFW9WqTsBt34JFhKxIty,235043.0,4.0,2023-08-23 23:30:02.048486,31,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.369,0.403,3.0,-7.996,1.0,0.0259,0.827,0.0541,0.106,0.177,154.899,audio_features,1fEGtTZjrjJW8eUeewnNJR,spotify:track:1fEGtTZjrjJW8eUeewnNJR,https://api.spotify.com/v1/tracks/1fEGtTZjrjJW8eUeewnNJR,https://api.spotify.com/v1/audio-analysis/1fEGtTZjrjJW8eUeewnNJR,241917.0,3.0,2023-08-23 23:30:02.216728,32,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.34,0.523,5.0,-5.81,1.0,0.0265,0.245,1.07e-05,0.108,0.226,174.705,audio_features,1B10XgaxSXRLAFq967oMpF,spotify:track:1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/tracks/1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/audio-analysis/1B10XgaxSXRLAFq967oMpF,190280.0,4.0,2023-08-23 23:30:02.388844,33,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.366,0.491,2.0,-10.5,1.0,0.039,0.431,0.00678,0.11,0.216,78.929,audio_features,2UBvTL4FRQd7CgBFJiZkWH,spotify:track:2UBvTL4FRQd7CgBFJiZkWH,https://api.spotify.com/v1/tracks/2UBvTL4FRQd7CgBFJiZkWH,https://api.spotify.com/v1/audio-analysis/2UBvTL4FRQd7CgBFJiZkWH,369106.0,4.0,2023-08-23 23:30:02.584085,34,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.548,0.483,4.0,-9.102,1.0,0.0268,0.515,0.0674,0.0922,0.166,159.952,audio_features,4Im6GRj17qa7NW76OsJh1s,spotify:track:4Im6GRj17qa7NW76OsJh1s,https://api.spotify.com/v1/tracks/4Im6GRj17qa7NW76OsJh1s,https://api.spotify.com/v1/audio-analysis/4Im6GRj17qa7NW76OsJh1s,286387.0,4.0,2023-08-23 23:30:02.738107,35,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.714,0.306,6.0,-12.111,1.0,0.0388,0.726,0.168,0.0924,0.314,129.984,audio_features,0ZNYGrmcehorhh9JOeg5Iv,spotify:track:0ZNYGrmcehorhh9JOeg5Iv,https://api.spotify.com/v1/tracks/0ZNYGrmcehorhh9JOeg5Iv,https://api.spotify.com/v1/audio-analysis/0ZNYGrmcehorhh9JOeg5Iv,266907.0,4.0,2023-08-23 23:30:02.907423,36,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.797,0.334,11.0,-8.258,1.0,0.0498,0.663,0.0101,0.102,0.538,114.066,audio_features,2t0y99SWyC7f2ZQZC4LbGw,spotify:track:2t0y99SWyC7f2ZQZC4LbGw,https://api.spotify.com/v1/tracks/2t0y99SWyC7f2ZQZC4LbGw,https://api.spotify.com/v1/audio-analysis/2t0y99SWyC7f2ZQZC4LbGw,190916.0,4.0,2023-08-23 23:30:03.076130,37,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.296,0.351,6.0,-9.538,1.0,0.0352,0.823,1.45e-06,0.11,0.19,177.06,audio_features,15xWRPHQMeqgdkGzInx3PY,spotify:track:15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/tracks/15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/audio-analysis/15xWRPHQMeqgdkGzInx3PY,212720.0,3.0,2023-08-23 23:30:03.243147,38,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.512,0.501,5.0,-9.971,1.0,0.0325,0.609,6.25e-05,0.0973,0.726,79.989,audio_features,1MxHIIzcTeFnaNsDGY3pfj,spotify:track:1MxHIIzcTeFnaNsDGY3pfj,https://api.spotify.com/v1/tracks/1MxHIIzcTeFnaNsDGY3pfj,https://api.spotify.com/v1/audio-analysis/1MxHIIzcTeFnaNsDGY3pfj,231755.0,4.0,2023-08-23 23:30:03.418893,39,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.383,0.43,10.0,-8.644,1.0,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,audio_features,70K0ezmzYEZeqoSaZMyP7o,spotify:track:70K0ezmzYEZeqoSaZMyP7o,https://api.spotify.com/v1/tracks/70K0ezmzYEZeqoSaZMyP7o,https://api.spotify.com/v1/audio-analysis/70K0ezmzYEZeqoSaZMyP7o,280757.0,4.0,2023-08-23 23:30:03.599578,40,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.614,0.101,0.0,-22.159,1.0,0.0395,0.825,0.0217,0.707,0.155,75.902,audio_features,2GiYPEgOA7hb7sqsEWX8df,spotify:track:2GiYPEgOA7hb7sqsEWX8df,https://api.spotify.com/v1/tracks/2GiYPEgOA7hb7sqsEWX8df,https://api.spotify.com/v1/audio-analysis/2GiYPEgOA7hb7sqsEWX8df,174360.0,4.0,2023-08-23 23:30:03.757098,41,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.512,0.452,2.0,-8.991,1.0,0.0292,0.775,0.0818,0.065,0.235,124.103,audio_features,0h9fnCSnbUgOEgibnQByFv,spotify:track:0h9fnCSnbUgOEgibnQByFv,https://api.spotify.com/v1/tracks/0h9fnCSnbUgOEgibnQByFv,https://api.spotify.com/v1/audio-analysis/0h9fnCSnbUgOEgibnQByFv,258533.0,4.0,2023-08-23 23:30:03.926718,42,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.522,0.256,10.0,-11.216,1.0,0.0258,0.86,0.000806,0.142,0.13,76.349,audio_features,4PuUa8e5s7P3Zv1IdCGIsa,spotify:track:4PuUa8e5s7P3Zv1IdCGIsa,https://api.spotify.com/v1/tracks/4PuUa8e5s7P3Zv1IdCGIsa,https://api.spotify.com/v1/audio-analysis/4PuUa8e5s7P3Zv1IdCGIsa,296387.0,4.0,2023-08-23 23:30:04.110291,43,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.518,0.126,10.0,-12.102,1.0,0.0431,0.942,0.0,0.105,0.166,75.991,audio_features,1rGxG6Y5OgmSwGPRPJv9Q4,spotify:track:1rGxG6Y5OgmSwGPRPJv9Q4,https://api.spotify.com/v1/tracks/1rGxG6Y5OgmSwGPRPJv9Q4,https://api.spotify.com/v1/audio-analysis/1rGxG6Y5OgmSwGPRPJv9Q4,143707.0,4.0,2023-08-23 23:30:04.284558,44,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.524,0.639,10.0,-7.18,1.0,0.103,0.238,0.0,0.0598,0.582,87.998,audio_features,2JtSnwYNKOphDrshYL8n4p,spotify:track:2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/tracks/2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/audio-analysis/2JtSnwYNKOphDrshYL8n4p,219960.0,4.0,2023-08-23 23:30:04.453270,45,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.589,0.177,3.0,-14.891,1.0,0.0325,0.977,0.714,0.0958,0.311,88.409,audio_features,5YqpHuXpFjDVZ7tY1ClFll,spotify:track:5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/tracks/5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/audio-analysis/5YqpHuXpFjDVZ7tY1ClFll,161680.0,4.0,2023-08-23 23:30:04.614789,46,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.573,0.406,3.0,-11.946,1.0,0.0361,0.653,0.475,0.123,0.376,130.021,audio_features,4R59wt5nnhYo88PIu3cUIt,spotify:track:4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/tracks/4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/audio-analysis/4R59wt5nnhYo88PIu3cUIt,248160.0,4.0,2023-08-23 23:30:04.786451,47,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.494,0.215,2.0,-10.092,1.0,0.0321,0.904,0.0,0.109,0.313,124.057,audio_features,5qMjtrGnezsafpH4oqg7oU,spotify:track:5qMjtrGnezsafpH4oqg7oU,https://api.spotify.com/v1/tracks/5qMjtrGnezsafpH4oqg7oU,https://api.spotify.com/v1/audio-analysis/5qMjtrGnezsafpH4oqg7oU,157869.0,4.0,2023-08-23 23:30:04.952250,48,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.373,0.276,7.0,-14.945,1.0,0.0357,0.883,0.0124,0.122,0.409,79.204,audio_features,5VYOUBkObeGOnCt30YDTJ3,spotify:track:5VYOUBkObeGOnCt30YDTJ3,https://api.spotify.com/v1/tracks/5VYOUBkObeGOnCt30YDTJ3,https://api.spotify.com/v1/audio-analysis/5VYOUBkObeGOnCt30YDTJ3,212853.0,4.0,2023-08-23 23:30:05.127336,49,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.579,0.415,7.0,-11.599,1.0,0.0397,0.929,0.0018,0.671,0.42,102.713,audio_features,0TQ8ZHFhrbH9I0WRjIzOCQ,spotify:track:0TQ8ZHFhrbH9I0WRjIzOCQ,https://api.spotify.com/v1/tracks/0TQ8ZHFhrbH9I0WRjIzOCQ,https://api.spotify.com/v1/audio-analysis/0TQ8ZHFhrbH9I0WRjIzOCQ,219093.0,4.0,2023-08-23 23:30:05.311138,50,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.55,0.548,8.0,-6.826,1.0,0.032,0.648,1.92e-06,0.249,0.428,82.008,audio_features,306BR5TD0UlriDlzObxvk9,spotify:track:306BR5TD0UlriDlzObxvk9,https://api.spotify.com/v1/tracks/306BR5TD0UlriDlzObxvk9,https://api.spotify.com/v1/audio-analysis/306BR5TD0UlriDlzObxvk9,204399.0,4.0,2023-08-23 23:30:05.536849,51,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.688,0.705,6.0,-7.311,1.0,0.0323,0.0647,0.124,0.118,0.696,112.019,audio_features,6c6W25YoDGjTq3qSPOga5t,spotify:track:6c6W25YoDGjTq3qSPOga5t,https://api.spotify.com/v1/tracks/6c6W25YoDGjTq3qSPOga5t,https://api.spotify.com/v1/audio-analysis/6c6W25YoDGjTq3qSPOga5t,228373.0,4.0,2023-08-23 23:30:05.693399,52,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.175,0.143,3.0,-17.439,0.0,0.0412,0.937,0.933,0.0915,0.0662,173.33,audio_features,0Gr2XQOIMaaUH86iOrWGur,spotify:track:0Gr2XQOIMaaUH86iOrWGur,https://api.spotify.com/v1/tracks/0Gr2XQOIMaaUH86iOrWGur,https://api.spotify.com/v1/audio-analysis/0Gr2XQOIMaaUH86iOrWGur,157240.0,4.0,2023-08-23 23:30:05.859980,53,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.565,0.242,2.0,-8.367,1.0,0.0318,0.762,9.3e-06,0.285,0.237,81.657,audio_features,5ug4vqGZ3eisGhY1IsziNX,spotify:track:5ug4vqGZ3eisGhY1IsziNX,https://api.spotify.com/v1/tracks/5ug4vqGZ3eisGhY1IsziNX,https://api.spotify.com/v1/audio-analysis/5ug4vqGZ3eisGhY1IsziNX,243267.0,4.0,2023-08-23 23:30:06.027287,54,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.325,0.201,6.0,-11.595,0.0,0.0282,0.758,0.0,0.0977,0.172,81.869,audio_features,65YDMuJmyF8cxTrk4Xogy0,spotify:track:65YDMuJmyF8cxTrk4Xogy0,https://api.spotify.com/v1/tracks/65YDMuJmyF8cxTrk4Xogy0,https://api.spotify.com/v1/audio-analysis/65YDMuJmyF8cxTrk4Xogy0,223893.0,4.0,2023-08-23 23:30:06.187137,55,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.53,0.264,5.0,-18.16,0.0,0.038,0.552,0.694,0.133,0.489,90.048,audio_features,3EtIraJEHVSbBvLw5msioH,spotify:track:3EtIraJEHVSbBvLw5msioH,https://api.spotify.com/v1/tracks/3EtIraJEHVSbBvLw5msioH,https://api.spotify.com/v1/audio-analysis/3EtIraJEHVSbBvLw5msioH,224013.0,4.0,2023-08-23 23:30:06.340423,56,Calm,37i9dQZF1DXcjpPPxCzYRE,,
0.372,0.355,8.0,-8.436,0.0,0.03,0.754,0.0,0.167,0.142,126.705,audio_features,6TYlDTa9AQDvjqwbxlvFyI,spotify:track:6TYlDTa9AQDvjqwbxlvFyI,https://api.spotify.com/v1/tracks/6TYlDTa9AQDvjqwbxlvFyI,https://api.spotify.com/v1/audio-analysis/6TYlDTa9AQDvjqwbxlvFyI,237427.0,4.0,2023-08-23 23:30:06.510126,57,Calm,37i9dQZF1DXcjpPPxCzYRE,,
